experiment_id,run_id,trial_id,agent_id,session_id,scenario,variant,model,seed,timestamp,git_commit,task_id,workload_file,mode,memory_mode,backend,round,stage,prompt_tokens,output_tokens,total_tokens,latency,total_latency,model_request_latency,ttft,ttft_status,ttft_reason,tool_execution_latency,tokens_per_second,tokens_per_second_status,tokens_per_second_reason,peak_gpu_memory_mb,peak_gpu_memory_mb_status,peak_gpu_memory_mb_reason,success,score,failure_reason,passed_checks,total_checks,extractor_effective,extractor_status,extractor_success_count,extractor_failure_count,refill_count,refill_tokens,initial_score,final_score,agent_meta_enabled,agent_meta_sent,agent_meta_agent_id,agent_meta_session_id,agent_meta_context_id,agent_meta_segment_type,agent_meta_priority,cache_stats_available,cache_stats_unavailable_reason,cache_stats_scope,cache_total_blocks,cache_total_blocks_status,cache_total_blocks_reason,cache_agent_sessions,cache_agent_sessions_status,cache_agent_sessions_reason,cache_tool_result_blocks,cache_tool_result_blocks_status,cache_tool_result_blocks_reason,cache_shared_prefix_blocks,cache_shared_prefix_blocks_status,cache_shared_prefix_blocks_reason,cache_scratchpad_blocks,cache_scratchpad_blocks_status,cache_scratchpad_blocks_reason,cache_expired_branch_blocks,cache_expired_branch_blocks_status,cache_expired_branch_blocks_reason,concurrency,agent_index,throughput_tasks_per_second,timeout,failure_class,cache_namespace
exp_158d0ef2b048,run_3465f995b365,trial_a7f99f607bc8,agentmem_concurrent_agents_config_1784892311,session_c5da92f6c8ce,concurrent-agents,optimized,Qwen2.5-7B-Instruct,20260721,2026-07-24T11:25:52Z,87a752d,concurrent_agents_c1_a1,metric:concurrent-agents,optimized,optimized,vllm,1,planning,49,389,438,7.105594657999973,7.105594657999973,7.105594657999973,1.0815169149991561,ok,,,54.745593961236835,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,1,1,,,,,,,,,False,True,agentmem_concurrent_agents_config_1784892311,concurrent_agents_c1_a1,concurrent_agents_c1_a1:planning:scratchpad,scratchpad,normal,False,concurrent_agent_per_request_cache_not_collected,unknown,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,1,1,0.11223564596488307,False,,exp_158d0ef2b048:agentmem_concurrent_agents_config_1784892311:concurrent_agents_c1_a1
exp_158d0ef2b048,run_3465f995b365,trial_4a2ccc3943d0,agentmem_concurrent_agents_config_1784892311,session_5b33220b38f6,concurrent-agents,optimized,Qwen2.5-7B-Instruct,20260721,2026-07-24T11:25:52Z,87a752d,concurrent_agents_c2_a1,metric:concurrent-agents,optimized,optimized,vllm,2,planning,49,397,446,6.6471629759998905,6.6471629759998905,6.6471629759998905,0.20707601699905354,ok,,,59.72472789269648,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,1,1,,,,,,,,,False,True,agentmem_concurrent_agents_config_1784892311,concurrent_agents_c2_a1,concurrent_agents_c2_a1:planning:scratchpad,scratchpad,normal,False,concurrent_agent_per_request_cache_not_collected,unknown,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,2,1,0.14964916590743302,False,,exp_158d0ef2b048:agentmem_concurrent_agents_config_1784892311:concurrent_agents_c2_a1
exp_158d0ef2b048,run_3465f995b365,trial_4a2ccc3943d0,agentmem_concurrent_agents_config_1784892311,session_5b33220b38f6,concurrent-agents,optimized,Qwen2.5-7B-Instruct,20260721,2026-07-24T11:25:52Z,87a752d,concurrent_agents_c2_a2,metric:concurrent-agents,optimized,optimized,vllm,2,planning,49,412,461,6.742589829000281,6.742589829000281,6.742589829000281,0.15922923700054525,ok,,,61.10411732713793,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,1,1,,,,,,,,,False,True,agentmem_concurrent_agents_config_1784892311,concurrent_agents_c2_a2,concurrent_agents_c2_a2:planning:scratchpad,scratchpad,normal,False,concurrent_agent_per_request_cache_not_collected,unknown,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,2,2,0.14757559539396722,False,,exp_158d0ef2b048:agentmem_concurrent_agents_config_1784892311:concurrent_agents_c2_a2
exp_158d0ef2b048,run_3465f995b365,trial_1927c520aa52,agentmem_concurrent_agents_config_1784892311,session_c86c0d6beca1,concurrent-agents,optimized,Qwen2.5-7B-Instruct,20260721,2026-07-24T11:25:52Z,87a752d,concurrent_agents_c4_a1,metric:concurrent-agents,optimized,optimized,vllm,4,planning,49,461,510,7.586196692000158,7.586196692000158,7.586196692000158,0.1573286470011226,ok,,,60.76826356033406,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,1,1,,,,,,,,,False,True,agentmem_concurrent_agents_config_1784892311,concurrent_agents_c4_a1,concurrent_agents_c4_a1:planning:scratchpad,scratchpad,normal,False,concurrent_agent_per_request_cache_not_collected,unknown,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,4,1,0.1305239410385474,False,,exp_158d0ef2b048:agentmem_concurrent_agents_config_1784892311:concurrent_agents_c4_a1
exp_158d0ef2b048,run_3465f995b365,trial_1927c520aa52,agentmem_concurrent_agents_config_1784892311,session_c86c0d6beca1,concurrent-agents,optimized,Qwen2.5-7B-Instruct,20260721,2026-07-24T11:25:52Z,87a752d,concurrent_agents_c4_a2,metric:concurrent-agents,optimized,optimized,vllm,4,planning,49,459,508,7.593435882999984,7.593435882999984,7.593435882999984,0.24990591799905815,ok,,,60.44694484450696,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,1,1,,,,,,,,,False,True,agentmem_concurrent_agents_config_1784892311,concurrent_agents_c4_a2,concurrent_agents_c4_a2:planning:scratchpad,scratchpad,normal,False,concurrent_agent_per_request_cache_not_collected,unknown,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,4,2,0.13042057503922427,False,,exp_158d0ef2b048:agentmem_concurrent_agents_config_1784892311:concurrent_agents_c4_a2
exp_158d0ef2b048,run_3465f995b365,trial_1927c520aa52,agentmem_concurrent_agents_config_1784892311,session_c86c0d6beca1,concurrent-agents,optimized,Qwen2.5-7B-Instruct,20260721,2026-07-24T11:25:52Z,87a752d,concurrent_agents_c4_a3,metric:concurrent-agents,optimized,optimized,vllm,4,planning,49,491,540,8.238016141000116,8.238016141000116,8.238016141000116,0.16906749500049045,ok,,,59.60172832829523,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,1,1,,,,,,,,,False,True,agentmem_concurrent_agents_config_1784892311,concurrent_agents_c4_a3,concurrent_agents_c4_a3:planning:scratchpad,scratchpad,normal,False,concurrent_agent_per_request_cache_not_collected,unknown,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,4,3,0.1203778042169564,False,,exp_158d0ef2b048:agentmem_concurrent_agents_config_1784892311:concurrent_agents_c4_a3
exp_158d0ef2b048,run_3465f995b365,trial_1927c520aa52,agentmem_concurrent_agents_config_1784892311,session_c86c0d6beca1,concurrent-agents,optimized,Qwen2.5-7B-Instruct,20260721,2026-07-24T11:25:52Z,87a752d,concurrent_agents_c4_a4,metric:concurrent-agents,optimized,optimized,vllm,4,planning,49,512,561,8.403854334999778,8.403854334999778,8.403854334999778,0.16943398700095713,ok,,,60.92442581586149,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,1,1,,,,,,,,,False,True,agentmem_concurrent_agents_config_1784892311,concurrent_agents_c4_a4,concurrent_agents_c4_a4:planning:scratchpad,scratchpad,normal,False,concurrent_agent_per_request_cache_not_collected,unknown,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,4,4,0.11802610589717565,False,,exp_158d0ef2b048:agentmem_concurrent_agents_config_1784892311:concurrent_agents_c4_a4
exp_158d0ef2b048,run_3465f995b365,trial_c83b16f7b82e,agentmem_concurrent_agents_config_1784892311,session_7e5dda4703ec,concurrent-agents,optimized,Qwen2.5-7B-Instruct,20260721,2026-07-24T11:25:52Z,87a752d,concurrent_agents_c8_a1,metric:concurrent-agents,optimized,optimized,vllm,8,planning,49,389,438,6.4204158169995935,6.4204158169995935,6.4204158169995935,0.15737420600089536,ok,,,60.58797608871828,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,1,1,,,,,,,,,False,True,agentmem_concurrent_agents_config_1784892311,concurrent_agents_c8_a1,concurrent_agents_c8_a1:planning:scratchpad,scratchpad,normal,False,concurrent_agent_per_request_cache_not_collected,unknown,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,8,1,0.1545043335358959,False,,exp_158d0ef2b048:agentmem_concurrent_agents_config_1784892311:concurrent_agents_c8_a1
exp_158d0ef2b048,run_3465f995b365,trial_c83b16f7b82e,agentmem_concurrent_agents_config_1784892311,session_7e5dda4703ec,concurrent-agents,optimized,Qwen2.5-7B-Instruct,20260721,2026-07-24T11:25:52Z,87a752d,concurrent_agents_c8_a2,metric:concurrent-agents,optimized,optimized,vllm,8,planning,49,417,466,6.911864457000775,6.911864457000775,6.911864457000775,0.1975922530000389,ok,,,60.33104419135939,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,1,1,,,,,,,,,False,True,agentmem_concurrent_agents_config_1784892311,concurrent_agents_c8_a2,concurrent_agents_c8_a2:planning:scratchpad,scratchpad,normal,False,concurrent_agent_per_request_cache_not_collected,unknown,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,8,2,0.14344469377777855,False,,exp_158d0ef2b048:agentmem_concurrent_agents_config_1784892311:concurrent_agents_c8_a2
exp_158d0ef2b048,run_3465f995b365,trial_c83b16f7b82e,agentmem_concurrent_agents_config_1784892311,session_7e5dda4703ec,concurrent-agents,optimized,Qwen2.5-7B-Instruct,20260721,2026-07-24T11:25:52Z,87a752d,concurrent_agents_c8_a7,metric:concurrent-agents,optimized,optimized,vllm,8,planning,49,512,561,8.415914135999628,8.415914135999628,8.415914135999628,0.1604056810010661,ok,,,60.8371225901517,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,1,1,,,,,,,,,False,True,agentmem_concurrent_agents_config_1784892311,concurrent_agents_c8_a7,concurrent_agents_c8_a7:planning:scratchpad,scratchpad,normal,False,concurrent_agent_per_request_cache_not_collected,unknown,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,,unavailable,concurrent_agent_per_request_cache_not_collected,8,7,0.1172377576880558,False,,exp_158d0ef2b048:agentmem_concurrent_agents_config_1784892311:concurrent_agents_c8_a7
