experiment_id,run_id,trial_id,agent_id,session_id,scenario,variant,model,seed,timestamp,git_commit,task_id,workload_file,mode,memory_mode,backend,round,stage,prompt_tokens,output_tokens,total_tokens,latency,total_latency,model_request_latency,ttft,ttft_status,ttft_reason,tool_execution_latency,tokens_per_second,tokens_per_second_status,tokens_per_second_reason,peak_gpu_memory_mb,peak_gpu_memory_mb_status,peak_gpu_memory_mb_reason,success,score,failure_reason,passed_checks,total_checks,extractor_effective,extractor_status,extractor_success_count,extractor_failure_count,refill_count,refill_tokens,initial_score,final_score,agent_meta_enabled,agent_meta_sent,agent_meta_agent_id,agent_meta_session_id,agent_meta_context_id,agent_meta_segment_type,agent_meta_priority,cache_stats_available,cache_stats_unavailable_reason,cache_stats_scope,cache_total_blocks,cache_total_blocks_status,cache_total_blocks_reason,cache_agent_sessions,cache_agent_sessions_status,cache_agent_sessions_reason,cache_tool_result_blocks,cache_tool_result_blocks_status,cache_tool_result_blocks_reason,cache_shared_prefix_blocks,cache_shared_prefix_blocks_status,cache_shared_prefix_blocks_reason,cache_scratchpad_blocks,cache_scratchpad_blocks_status,cache_scratchpad_blocks_reason,cache_expired_branch_blocks,cache_expired_branch_blocks_status,cache_expired_branch_blocks_reason,step,completed_stages,tool_names,raw_tool_tokens,injected_tool_tokens,tool_compression_ratio,history_tokens,full_history_tokens,summary_tokens,state_view_tokens,event_count,memory_delta_count,fact_count,decision_count,artifact_ref_count,snapshot_count,early_fact_retention,initial_score,final_score,missing_keywords
exp_3492ebe07ee4,event_run_1784891129808_6fa43b08,trial_245abdb85055,agentmem_multi_stage_config_1784891069,multi_stage_agentmem_01,multi-stage,event_sourced_memory,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:10:47Z,87a752d,multi_stage_agentmem_01_plan,benchmarks/tasks/multi_stage.jsonl,event_sourced_memory,event_sourced_memory,vllm,1,planning,525,185,710,1.440638570998999,1.440638570998999,1.440638570998999,0.14207224499841686,ok,,0,128.41527620054853,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,6,6,True,active,1,0,,,1.0,1.0,True,True,agentmem_multi_stage_config_1784891069,event_run_1784891129808_6fa43b08,event_run_1784891129808_6fa43b08:round_1:step_1:planning:scratchpad,scratchpad,normal,True,,global,6531,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,1,planning,,0,0,1.0,23,64,0,103,4,1,0,0,0,0,1.0,1.0,1.0,
exp_3492ebe07ee4,event_run_1784891129808_6fa43b08,trial_6d3d7fe1a2de,agentmem_multi_stage_config_1784891069,multi_stage_agentmem_01,multi-stage,event_sourced_memory,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:10:47Z,87a752d,multi_stage_agentmem_01_tool,benchmarks/tasks/multi_stage.jsonl,event_sourced_memory,event_sourced_memory,vllm,2,tool_calling,2110,412,2522,3.7325372919985966,3.7325372919985966,3.7160919919988373,0.13924504299939144,ok,,0.0164452999997593,110.86916063624963,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,False,0.5,answer_keyword:oom;answer_keyword:timeout;answer_keyword:kv cache;required_answer_point:oom;required_answer_point:timeout;required_answer_point:kv cache,6,12,False,fallback,0,1,,,0.5,0.5,True,True,agentmem_multi_stage_config_1784891069,event_run_1784891129808_6fa43b08,event_run_1784891129808_6fa43b08:round_2:step_2:tool_calling:tool_result,tool_result,normal,True,,global,6531,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,2,"planning,tool_calling",log_analyzer,6112,375,0.061354712041884814,151,990,0,547,9,1,0,0,1,0,1.0,0.5,0.5,
exp_3492ebe07ee4,event_run_1784891129808_6fa43b08,trial_aa21ba67f7df,agentmem_multi_stage_config_1784891069,multi_stage_agentmem_01,multi-stage,event_sourced_memory,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:10:47Z,87a752d,multi_stage_agentmem_01_reflect,benchmarks/tasks/multi_stage.jsonl,event_sourced_memory,event_sourced_memory,vllm,3,reflection,1201,375,1576,2.7946859589992528,2.7946859589992528,2.7946859589992528,0.16442125499997928,ok,,0,134.18323400253655,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,False,0.5,answer_keyword:baseline;answer_keyword:optimized;answer_keyword:工具结果外置;required_answer_point:baseline;required_answer_point:optimized;required_answer_point:工具结果外置,6,12,True,active,1,0,,,0.5,0.5,True,True,agentmem_multi_stage_config_1784891069,event_run_1784891129808_6fa43b08,event_run_1784891129808_6fa43b08:round_3:step_1:reflection:scratchpad,scratchpad,low,True,,global,6531,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,3,"planning,tool_calling,reflection",,0,0,1.0,177,1016,0,573,13,2,0,0,1,1,1.0,0.5,0.5,
exp_3492ebe07ee4,event_run_1784891129808_6fa43b08,trial_3ddd4cd12215,agentmem_multi_stage_config_1784891069,multi_stage_agentmem_01,multi-stage,event_sourced_memory,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:10:47Z,87a752d,multi_stage_agentmem_01_final,benchmarks/tasks/multi_stage.jsonl,event_sourced_memory,event_sourced_memory,vllm,4,final_answer,1132,374,1506,2.836810547998539,2.836810547998539,2.836810547998539,0.16686460500022804,ok,,0,131.83820127285873,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,False,0.4,answer_keyword:baseline;answer_keyword:optimized;answer_keyword:oom;answer_keyword:timeout;answer_keyword:kv cache;answer_keyword:success rate;required_answer_point:baseline;required_answer_point:optimized;required_answer_point:oom;required_answer_point:timeout;required_answer_point:kv cache;required_answer_point:success rate,8,20,True,active,1,0,,,0.4,0.4,True,True,agentmem_multi_stage_config_1784891069,event_run_1784891129808_6fa43b08,event_run_1784891129808_6fa43b08:round_4:step_1:final_answer:assistant_message,assistant_message,normal,True,,global,6531,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,4,"planning,tool_calling,reflection,final_answer",,0,0,1.0,204,1043,0,579,17,3,1,1,1,1,1.0,0.4,0.4,
exp_3492ebe07ee4,event_run_1784891201792_f3fe81ee,trial_245abdb85055,agentmem_multi_stage_config_1784891069,multi_stage_agentmem_01,multi-stage,event_sourced_memory,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:10:47Z,87a752d,multi_stage_agentmem_01_plan,benchmarks/tasks/multi_stage.jsonl,event_sourced_memory,event_sourced_memory,vllm,1,planning,525,212,737,1.6723720910013071,1.6723720910013071,1.6723720910013071,0.14547841500098002,ok,,0,126.76604754451998,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,6,6,True,active,1,0,,,1.0,1.0,True,True,agentmem_multi_stage_config_1784891069,event_run_1784891201792_f3fe81ee,event_run_1784891201792_f3fe81ee:round_1:step_1:planning:scratchpad,scratchpad,normal,True,,global,6531,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,1,planning,,0,0,1.0,23,64,0,103,4,1,0,0,0,0,1.0,1.0,1.0,
exp_3492ebe07ee4,event_run_1784891201792_f3fe81ee,trial_6d3d7fe1a2de,agentmem_multi_stage_config_1784891069,multi_stage_agentmem_01,multi-stage,event_sourced_memory,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:10:47Z,87a752d,multi_stage_agentmem_01_tool,benchmarks/tasks/multi_stage.jsonl,event_sourced_memory,event_sourced_memory,vllm,2,tool_calling,2103,411,2514,3.241858859999411,3.241858859999411,3.224377246999211,0.13404815700050676,ok,,0.017481613000200014,127.46647445875014,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,False,0.5,answer_keyword:oom;answer_keyword:timeout;answer_keyword:kv cache;required_answer_point:oom;required_answer_point:timeout;required_answer_point:kv cache,6,12,True,active,1,0,,,0.5,0.5,True,True,agentmem_multi_stage_config_1784891069,event_run_1784891201792_f3fe81ee,event_run_1784891201792_f3fe81ee:round_2:step_2:tool_calling:tool_result,tool_result,normal,True,,global,6531,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,2,"planning,tool_calling",log_analyzer,6112,375,0.061354712041884814,151,990,0,545,10,2,1,1,1,1,1.0,0.5,0.5,
exp_3492ebe07ee4,event_run_1784891201792_f3fe81ee,trial_aa21ba67f7df,agentmem_multi_stage_config_1784891069,multi_stage_agentmem_01,multi-stage,event_sourced_memory,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:10:47Z,87a752d,multi_stage_agentmem_01_reflect,benchmarks/tasks/multi_stage.jsonl,event_sourced_memory,event_sourced_memory,vllm,3,reflection,1466,160,1626,1.3683966520002286,1.3683966520002286,1.3683966520002286,0.165298060999703,ok,,0,116.92516184260093,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,False,0.5,answer_keyword:baseline;answer_keyword:optimized;answer_keyword:工具结果外置;required_answer_point:baseline;required_answer_point:optimized;required_answer_point:工具结果外置,6,12,True,active,1,0,,,0.5,0.5,True,True,agentmem_multi_stage_config_1784891069,event_run_1784891201792_f3fe81ee,event_run_1784891201792_f3fe81ee:round_3:step_1:reflection:scratchpad,scratchpad,low,True,,global,6531,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,3,"planning,tool_calling,reflection",,0,0,1.0,176,1015,0,712,14,3,1,1,1,1,1.0,0.5,0.5,
exp_3492ebe07ee4,event_run_1784891201792_f3fe81ee,trial_3ddd4cd12215,agentmem_multi_stage_config_1784891069,multi_stage_agentmem_01,multi-stage,event_sourced_memory,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:10:47Z,87a752d,multi_stage_agentmem_01_final,benchmarks/tasks/multi_stage.jsonl,event_sourced_memory,event_sourced_memory,vllm,4,final_answer,1407,277,1684,2.1410453299995424,2.1410453299995424,2.1410453299995424,0.16142742400006682,ok,,0,129.37605576060326,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,False,0.6,answer_keyword:baseline;answer_keyword:optimized;answer_keyword:timeout;answer_keyword:success rate;required_answer_point:baseline;required_answer_point:optimized;required_answer_point:timeout;required_answer_point:success rate,12,20,True,active,1,0,,,0.6,0.6,True,True,agentmem_multi_stage_config_1784891069,event_run_1784891201792_f3fe81ee,event_run_1784891201792_f3fe81ee:round_4:step_1:final_answer:assistant_message,assistant_message,normal,True,,global,6531,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,4,"planning,tool_calling,reflection,final_answer",,0,0,1.0,204,1121,0,715,18,4,1,1,1,1,1.0,0.6,0.6,
exp_3492ebe07ee4,event_run_1784891264312_f83272e7,trial_245abdb85055,agentmem_multi_stage_config_1784891069,multi_stage_agentmem_01,multi-stage,event_sourced_memory,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:10:47Z,87a752d,multi_stage_agentmem_01_plan,benchmarks/tasks/multi_stage.jsonl,event_sourced_memory,event_sourced_memory,vllm,1,planning,525,212,737,1.6017598250000447,1.6017598250000447,1.6017598250000447,0.14100887300082832,ok,,0,132.3544246091914,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,6,6,True,active,1,0,,,1.0,1.0,True,True,agentmem_multi_stage_config_1784891069,event_run_1784891264312_f83272e7,event_run_1784891264312_f83272e7:round_1:step_1:planning:scratchpad,scratchpad,normal,True,,global,6531,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,1,planning,,0,0,1.0,23,64,0,103,4,1,0,0,0,0,1.0,1.0,1.0,
exp_3492ebe07ee4,event_run_1784891264312_f83272e7,trial_6d3d7fe1a2de,agentmem_multi_stage_config_1784891069,multi_stage_agentmem_01,multi-stage,event_sourced_memory,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:10:47Z,87a752d,multi_stage_agentmem_01_tool,benchmarks/tasks/multi_stage.jsonl,event_sourced_memory,event_sourced_memory,vllm,2,tool_calling,2100,168,2268,1.5445101559998875,1.5445101559998875,1.5266014030003134,0.12897348499973305,ok,,0.017908752999574062,110.04837259406443,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,False,0.5,answer_keyword:oom;answer_keyword:timeout;answer_keyword:kv cache;required_answer_point:oom;required_answer_point:timeout;required_answer_point:kv cache,6,12,True,active,1,0,,,0.5,0.5,True,True,agentmem_multi_stage_config_1784891069,event_run_1784891264312_f83272e7,event_run_1784891264312_f83272e7:round_2:step_2:tool_calling:tool_result,tool_result,normal,True,,global,6531,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,2,"planning,tool_calling",log_analyzer,6112,375,0.061354712041884814,151,990,0,545,10,2,1,1,1,1,1.0,0.5,0.5,
