experiment_id,run_id,trial_id,agent_id,session_id,scenario,variant,model,seed,timestamp,git_commit,task_id,workload_file,mode,memory_mode,backend,round,stage,prompt_tokens,output_tokens,total_tokens,latency,total_latency,model_request_latency,ttft,ttft_status,ttft_reason,tool_execution_latency,tokens_per_second,tokens_per_second_status,tokens_per_second_reason,peak_gpu_memory_mb,peak_gpu_memory_mb_status,peak_gpu_memory_mb_reason,success,score,failure_reason,passed_checks,total_checks,extractor_effective,extractor_status,extractor_success_count,extractor_failure_count,refill_count,refill_tokens,initial_score,final_score,agent_meta_enabled,agent_meta_sent,agent_meta_agent_id,agent_meta_session_id,agent_meta_context_id,agent_meta_segment_type,agent_meta_priority,cache_stats_available,cache_stats_unavailable_reason,cache_stats_scope,cache_total_blocks,cache_total_blocks_status,cache_total_blocks_reason,cache_agent_sessions,cache_agent_sessions_status,cache_agent_sessions_reason,cache_tool_result_blocks,cache_tool_result_blocks_status,cache_tool_result_blocks_reason,cache_shared_prefix_blocks,cache_shared_prefix_blocks_status,cache_shared_prefix_blocks_reason,cache_scratchpad_blocks,cache_scratchpad_blocks_status,cache_scratchpad_blocks_reason,cache_expired_branch_blocks,cache_expired_branch_blocks_status,cache_expired_branch_blocks_reason,step,completed_stages,tool_names,raw_tool_tokens,injected_tool_tokens,tool_compression_ratio,history_tokens,full_history_tokens,summary_tokens,state_view_tokens,event_count,memory_delta_count,fact_count,decision_count,artifact_ref_count,snapshot_count,early_fact_retention,initial_score,final_score,missing_keywords
exp_c7acdb91a821,run_1784889817392_3c416ed3,trial_81d8508084ee,agentmem_multi_stage_config_1784889817,multi_stage_agentmem_01,multi-stage,full_history,Qwen2.5-7B-Instruct,20260721,2026-07-24T10:45:36Z,87a752d,multi_stage_agentmem_01_plan,benchmarks/tasks/multi_stage.jsonl,full_history,full_history,vllm,1,planning,705,281,986,5.160341313000572,5.160341313000572,5.160341313000572,0.6080452280002646,ok,,0,54.453762446307564,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,6,6,False,not_used,0,0,,,1.0,1.0,True,True,agentmem_multi_stage_config_1784889817,run_1784889817392_3c416ed3,run_1784889817392_3c416ed3:round_1:step_1:planning:scratchpad,scratchpad,normal,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,1,planning,,0,0,1.0,23,23,0,0,0,0,0,0,0,0,1.0,1.0,1.0,
exp_c7acdb91a821,run_1784889817392_3c416ed3,trial_2b48c716d72a,agentmem_multi_stage_config_1784889817,multi_stage_agentmem_01,multi-stage,full_history,Qwen2.5-7B-Instruct,20260721,2026-07-24T10:45:36Z,87a752d,multi_stage_agentmem_01_tool,benchmarks/tasks/multi_stage.jsonl,full_history,full_history,vllm,2,tool_calling,11761,134,11895,3.6854666979998,3.6854666979998,3.668810043999656,1.5467160359994523,ok,,0.016656654000144044,36.52410410813097,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,12,12,False,not_used,0,0,,,1.0,1.0,True,True,agentmem_multi_stage_config_1784889817,run_1784889817392_3c416ed3,run_1784889817392_3c416ed3:round_2:step_1:tool_calling:tool_result,tool_result,normal,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,2,"planning,tool_calling",log_analyzer,6112,5058,1.0,5244,5244,0,0,0,0,0,0,0,0,1.0,1.0,1.0,
exp_c7acdb91a821,run_1784889817392_3c416ed3,trial_cb8ec93ebc47,agentmem_multi_stage_config_1784889817,multi_stage_agentmem_01,multi-stage,full_history,Qwen2.5-7B-Instruct,20260721,2026-07-24T10:45:36Z,87a752d,multi_stage_agentmem_01_reflect,benchmarks/tasks/multi_stage.jsonl,full_history,full_history,vllm,3,reflection,11927,474,12401,8.104302724999798,8.104302724999798,8.104302724999798,0.17195251300017844,ok,,0,58.487449949003704,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,12,12,False,not_used,0,0,,,1.0,1.0,True,True,agentmem_multi_stage_config_1784889817,run_1784889817392_3c416ed3,run_1784889817392_3c416ed3:round_3:step_1:reflection:scratchpad,scratchpad,low,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,3,"planning,tool_calling,reflection",,0,0,1.0,5325,5325,0,0,0,0,0,0,0,0,1.0,1.0,1.0,
exp_c7acdb91a821,run_1784889817392_3c416ed3,trial_42984dc55d35,agentmem_multi_stage_config_1784889817,multi_stage_agentmem_01,multi-stage,full_history,Qwen2.5-7B-Instruct,20260721,2026-07-24T10:45:36Z,87a752d,multi_stage_agentmem_01_final,benchmarks/tasks/multi_stage.jsonl,full_history,full_history,vllm,4,final_answer,12433,480,12913,8.284883633999925,8.284883633999925,8.284883633999925,0.22933609700066881,ok,,0,57.936842713173625,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,False,0.9,answer_keyword:success rate;required_answer_point:success rate,18,20,False,not_used,0,0,,,0.9,0.9,True,True,agentmem_multi_stage_config_1784889817,run_1784889817392_3c416ed3,run_1784889817392_3c416ed3:round_4:step_1:final_answer:assistant_message,assistant_message,normal,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,4,"planning,tool_calling,reflection,final_answer",,0,0,1.0,5587,5587,0,0,0,0,0,0,0,0,1.0,0.9,0.9,
exp_c7acdb91a821,run_1784889843182_98e44bcf,trial_81d8508084ee,agentmem_multi_stage_config_1784889817,multi_stage_agentmem_01,multi-stage,full_history,Qwen2.5-7B-Instruct,20260721,2026-07-24T10:45:36Z,87a752d,multi_stage_agentmem_01_plan,benchmarks/tasks/multi_stage.jsonl,full_history,full_history,vllm,1,planning,705,281,986,4.570036139999502,4.570036139999502,4.570036139999502,0.14775042699966434,ok,,0,61.48747874016389,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,6,6,False,not_used,0,0,,,1.0,1.0,True,True,agentmem_multi_stage_config_1784889817,run_1784889843182_98e44bcf,run_1784889843182_98e44bcf:round_1:step_1:planning:scratchpad,scratchpad,normal,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,1,planning,,0,0,1.0,23,23,0,0,0,0,0,0,0,0,1.0,1.0,1.0,
exp_c7acdb91a821,run_1784889843182_98e44bcf,trial_2b48c716d72a,agentmem_multi_stage_config_1784889817,multi_stage_agentmem_01,multi-stage,full_history,Qwen2.5-7B-Instruct,20260721,2026-07-24T10:45:36Z,87a752d,multi_stage_agentmem_01_tool,benchmarks/tasks/multi_stage.jsonl,full_history,full_history,vllm,2,tool_calling,11759,132,11891,2.5420186750006906,2.5420186750006906,2.528234044000783,0.311783175000528,ok,,0.013784630999907677,52.210356202275364,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,12,12,False,not_used,0,0,,,1.0,1.0,True,True,agentmem_multi_stage_config_1784889817,run_1784889843182_98e44bcf,run_1784889843182_98e44bcf:round_2:step_1:tool_calling:tool_result,tool_result,normal,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,2,"planning,tool_calling",log_analyzer,6112,5058,1.0,5244,5244,0,0,0,0,0,0,0,0,1.0,1.0,1.0,
exp_c7acdb91a821,run_1784889843182_98e44bcf,trial_cb8ec93ebc47,agentmem_multi_stage_config_1784889817,multi_stage_agentmem_01,multi-stage,full_history,Qwen2.5-7B-Instruct,20260721,2026-07-24T10:45:36Z,87a752d,multi_stage_agentmem_01_reflect,benchmarks/tasks/multi_stage.jsonl,full_history,full_history,vllm,3,reflection,11923,496,12419,8.479885355999613,8.479885355999613,8.479885355999613,0.1884834909997153,ok,,0,58.491356802256114,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,12,12,False,not_used,0,0,,,1.0,1.0,True,True,agentmem_multi_stage_config_1784889817,run_1784889843182_98e44bcf,run_1784889843182_98e44bcf:round_3:step_1:reflection:scratchpad,scratchpad,low,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,3,"planning,tool_calling,reflection",,0,0,1.0,5325,5325,0,0,0,0,0,0,0,0,1.0,1.0,1.0,
exp_c7acdb91a821,run_1784889843182_98e44bcf,trial_42984dc55d35,agentmem_multi_stage_config_1784889817,multi_stage_agentmem_01,multi-stage,full_history,Qwen2.5-7B-Instruct,20260721,2026-07-24T10:45:36Z,87a752d,multi_stage_agentmem_01_final,benchmarks/tasks/multi_stage.jsonl,full_history,full_history,vllm,4,final_answer,12451,460,12911,7.946022402000381,7.946022402000381,7.946022402000381,0.22554889500042918,ok,,0,57.89059943805303,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,False,0.9,answer_keyword:success rate;required_answer_point:success rate,18,20,False,not_used,0,0,,,0.9,0.9,True,True,agentmem_multi_stage_config_1784889817,run_1784889843182_98e44bcf,run_1784889843182_98e44bcf:round_4:step_1:final_answer:assistant_message,assistant_message,normal,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,4,"planning,tool_calling,reflection,final_answer",,0,0,1.0,5597,5597,0,0,0,0,0,0,0,0,1.0,0.9,0.9,
exp_c7acdb91a821,run_1784889866818_e0801f62,trial_81d8508084ee,agentmem_multi_stage_config_1784889817,multi_stage_agentmem_01,multi-stage,full_history,Qwen2.5-7B-Instruct,20260721,2026-07-24T10:45:36Z,87a752d,multi_stage_agentmem_01_plan,benchmarks/tasks/multi_stage.jsonl,full_history,full_history,vllm,1,planning,705,281,986,4.516735956000048,4.516735956000048,4.516735956000048,0.13474650599982851,ok,,0,62.21306774125652,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,6,6,False,not_used,0,0,,,1.0,1.0,True,True,agentmem_multi_stage_config_1784889817,run_1784889866818_e0801f62,run_1784889866818_e0801f62:round_1:step_1:planning:scratchpad,scratchpad,normal,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,1,planning,,0,0,1.0,23,23,0,0,0,0,0,0,0,0,1.0,1.0,1.0,
exp_c7acdb91a821,run_1784889866818_e0801f62,trial_2b48c716d72a,agentmem_multi_stage_config_1784889817,multi_stage_agentmem_01,multi-stage,full_history,Qwen2.5-7B-Instruct,20260721,2026-07-24T10:45:36Z,87a752d,multi_stage_agentmem_01_tool,benchmarks/tasks/multi_stage.jsonl,full_history,full_history,vllm,2,tool_calling,11761,134,11895,2.5143011529989963,2.5143011529989963,2.4966517959992416,0.16004715700000816,ok,,0.017649356999754673,53.67188176369978,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,12,12,False,not_used,0,0,,,1.0,1.0,True,True,agentmem_multi_stage_config_1784889817,run_1784889866818_e0801f62,run_1784889866818_e0801f62:round_2:step_1:tool_calling:tool_result,tool_result,normal,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,2,"planning,tool_calling",log_analyzer,6112,5058,1.0,5244,5244,0,0,0,0,0,0,0,0,1.0,1.0,1.0,
