experiment_id,run_id,trial_id,agent_id,session_id,scenario,variant,model,seed,timestamp,git_commit,task_id,workload_file,mode,memory_mode,backend,round,stage,prompt_tokens,output_tokens,total_tokens,latency,total_latency,model_request_latency,ttft,ttft_status,ttft_reason,tool_execution_latency,tokens_per_second,tokens_per_second_status,tokens_per_second_reason,peak_gpu_memory_mb,peak_gpu_memory_mb_status,peak_gpu_memory_mb_reason,success,score,failure_reason,passed_checks,total_checks,extractor_effective,extractor_status,extractor_success_count,extractor_failure_count,refill_count,refill_tokens,initial_score,final_score,agent_meta_enabled,agent_meta_sent,agent_meta_agent_id,agent_meta_session_id,agent_meta_context_id,agent_meta_segment_type,agent_meta_priority,cache_stats_available,cache_stats_unavailable_reason,cache_stats_scope,cache_total_blocks,cache_total_blocks_status,cache_total_blocks_reason,cache_agent_sessions,cache_agent_sessions_status,cache_agent_sessions_reason,cache_tool_result_blocks,cache_tool_result_blocks_status,cache_tool_result_blocks_reason,cache_shared_prefix_blocks,cache_shared_prefix_blocks_status,cache_shared_prefix_blocks_reason,cache_scratchpad_blocks,cache_scratchpad_blocks_status,cache_scratchpad_blocks_reason,cache_expired_branch_blocks,cache_expired_branch_blocks_status,cache_expired_branch_blocks_reason,step,context_id,segment_type,priority,ttl,prompt_label
exp_d9e29560df64,run_35a555f647c0,trial_247d5b94e04c,agentmem_cache_pressure_config_1784891655,cache_pressure_session_1,cache-pressure,sessions_4,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:14:54Z,87a752d,cache_pressure_s1_step1,metric:cache-pressure,sessions_4,sessions_4,vllm,1,shared_prefix,5483,151,5634,1.9866123819992936,1.9866123819992936,1.9866123819992936,0.6187032209982135,ok,,,76.00878831130414,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,1,1,,,,,,,,,True,True,agentmem_cache_pressure_config_1784891655,cache_pressure_session_1,cache_pressure_session_1:step_1:shared_prefix:shared_prefix,shared_prefix,high,True,,global,6587,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,1,cache_pressure_session_1:step_1:shared_prefix:shared_prefix,shared_prefix,high,3600,shared_prefix_session_1
exp_d9e29560df64,run_35a555f647c0,trial_247d5b94e04c,agentmem_cache_pressure_config_1784891655,cache_pressure_session_2,cache-pressure,sessions_4,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:14:54Z,87a752d,cache_pressure_s2_step1,metric:cache-pressure,sessions_4,sessions_4,vllm,1,shared_prefix,5483,143,5626,1.6760519269992074,1.6760519269992074,1.6760519269992074,0.2582126929992228,ok,,,85.3195522742701,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,1,1,,,,,,,,,True,True,agentmem_cache_pressure_config_1784891655,cache_pressure_session_2,cache_pressure_session_2:step_1:shared_prefix:shared_prefix,shared_prefix,high,True,,global,6587,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,1,cache_pressure_session_2:step_1:shared_prefix:shared_prefix,shared_prefix,high,3600,shared_prefix_session_2
exp_d9e29560df64,run_35a555f647c0,trial_247d5b94e04c,agentmem_cache_pressure_config_1784891655,cache_pressure_session_3,cache-pressure,sessions_4,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:14:54Z,87a752d,cache_pressure_s3_step1,metric:cache-pressure,sessions_4,sessions_4,vllm,1,shared_prefix,5483,215,5698,2.196912387998964,2.196912387998964,2.196912387998964,0.36604548699870065,ok,,,97.8646218094435,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,1,1,,,,,,,,,True,True,agentmem_cache_pressure_config_1784891655,cache_pressure_session_3,cache_pressure_session_3:step_1:shared_prefix:shared_prefix,shared_prefix,high,True,,global,6587,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,1,cache_pressure_session_3:step_1:shared_prefix:shared_prefix,shared_prefix,high,3600,shared_prefix_session_3
exp_d9e29560df64,run_35a555f647c0,trial_247d5b94e04c,agentmem_cache_pressure_config_1784891655,cache_pressure_session_4,cache-pressure,sessions_4,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:14:54Z,87a752d,cache_pressure_s4_step1,metric:cache-pressure,sessions_4,sessions_4,vllm,1,shared_prefix,5483,195,5678,1.9863657590012735,1.9863657590012735,1.9863657590012735,0.265285039000446,ok,,,98.1692314803313,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,1,1,,,,,,,,,True,True,agentmem_cache_pressure_config_1784891655,cache_pressure_session_4,cache_pressure_session_4:step_1:shared_prefix:shared_prefix,shared_prefix,high,True,,global,6587,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,1,cache_pressure_session_4:step_1:shared_prefix:shared_prefix,shared_prefix,high,3600,shared_prefix_session_4
exp_d9e29560df64,run_35a555f647c0,trial_5a622f8b5188,agentmem_cache_pressure_config_1784891655,cache_pressure_session_1,cache-pressure,sessions_4,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:14:54Z,87a752d,cache_pressure_s1_step2,metric:cache-pressure,sessions_4,sessions_4,vllm,2,tool_schema,5484,199,5683,1.9563478309992206,1.9563478309992206,1.9563478309992206,0.2557640760005597,ok,,,101.72015264706744,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,1,1,,,,,,,,,True,True,agentmem_cache_pressure_config_1784891655,cache_pressure_session_1,cache_pressure_session_1:step_2:tool_schema:tool_schema,tool_schema,high,True,,global,6587,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,2,cache_pressure_session_1:step_2:tool_schema:tool_schema,tool_schema,high,1800,tool_schema_session_1
exp_d9e29560df64,run_35a555f647c0,trial_5a622f8b5188,agentmem_cache_pressure_config_1784891655,cache_pressure_session_2,cache-pressure,sessions_4,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:14:54Z,87a752d,cache_pressure_s2_step2,metric:cache-pressure,sessions_4,sessions_4,vllm,2,tool_schema,5484,147,5631,1.5818787590014836,1.5818787590014836,1.5818787590014836,0.26147385200056306,ok,,,92.92747573953747,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,1,1,,,,,,,,,True,True,agentmem_cache_pressure_config_1784891655,cache_pressure_session_2,cache_pressure_session_2:step_2:tool_schema:tool_schema,tool_schema,high,True,,global,6587,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,2,cache_pressure_session_2:step_2:tool_schema:tool_schema,tool_schema,high,1800,tool_schema_session_2
exp_d9e29560df64,run_35a555f647c0,trial_5a622f8b5188,agentmem_cache_pressure_config_1784891655,cache_pressure_session_3,cache-pressure,sessions_4,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:14:54Z,87a752d,cache_pressure_s3_step2,metric:cache-pressure,sessions_4,sessions_4,vllm,2,tool_schema,5484,168,5652,1.73712929300018,1.73712929300018,1.73712929300018,0.28821399600019504,ok,,,96.71128146705117,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,1,1,,,,,,,,,True,True,agentmem_cache_pressure_config_1784891655,cache_pressure_session_3,cache_pressure_session_3:step_2:tool_schema:tool_schema,tool_schema,high,True,,global,6587,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,2,cache_pressure_session_3:step_2:tool_schema:tool_schema,tool_schema,high,1800,tool_schema_session_3
exp_d9e29560df64,run_35a555f647c0,trial_5a622f8b5188,agentmem_cache_pressure_config_1784891655,cache_pressure_session_4,cache-pressure,sessions_4,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:14:54Z,87a752d,cache_pressure_s4_step2,metric:cache-pressure,sessions_4,sessions_4,vllm,2,tool_schema,5484,111,5595,1.3479396660004568,1.3479396660004568,1.3479396660004568,0.27010784300000523,ok,,,82.34789939029986,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,1,1,,,,,,,,,True,True,agentmem_cache_pressure_config_1784891655,cache_pressure_session_4,cache_pressure_session_4:step_2:tool_schema:tool_schema,tool_schema,high,True,,global,6587,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,2,cache_pressure_session_4:step_2:tool_schema:tool_schema,tool_schema,high,1800,tool_schema_session_4
exp_d9e29560df64,run_35a555f647c0,trial_4a6c22130933,agentmem_cache_pressure_config_1784891655,cache_pressure_session_1,cache-pressure,sessions_4,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:14:54Z,87a752d,cache_pressure_s1_step3,metric:cache-pressure,sessions_4,sessions_4,vllm,3,tool_result,5486,180,5666,1.7968318639996141,1.7968318639996141,1.7968318639996141,0.27085193200036883,ok,,,100.17631788838239,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,1,1,,,,,,,,,True,True,agentmem_cache_pressure_config_1784891655,cache_pressure_session_1,cache_pressure_session_1:step_3:tool_result:tool_result,tool_result,normal,True,,global,6587,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,3,cache_pressure_session_1:step_3:tool_result:tool_result,tool_result,normal,300,tool_result_session_1
exp_d9e29560df64,run_35a555f647c0,trial_4a6c22130933,agentmem_cache_pressure_config_1784891655,cache_pressure_session_2,cache-pressure,sessions_4,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:14:54Z,87a752d,cache_pressure_s2_step3,metric:cache-pressure,sessions_4,sessions_4,vllm,3,tool_result,5486,215,5701,2.0789592510009243,2.0789592510009243,2.0789592510009243,0.25479320399972494,ok,,,103.4171304206599,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,1,1,,,,,,,,,True,True,agentmem_cache_pressure_config_1784891655,cache_pressure_session_2,cache_pressure_session_2:step_3:tool_result:tool_result,tool_result,normal,True,,global,6587,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,3,cache_pressure_session_2:step_3:tool_result:tool_result,tool_result,normal,300,tool_result_session_2
