experiment_id,run_id,trial_id,agent_id,session_id,scenario,variant,model,seed,timestamp,git_commit,task_id,workload_file,mode,memory_mode,backend,round,stage,prompt_tokens,output_tokens,total_tokens,latency,total_latency,model_request_latency,ttft,ttft_status,ttft_reason,tool_execution_latency,tokens_per_second,tokens_per_second_status,tokens_per_second_reason,peak_gpu_memory_mb,peak_gpu_memory_mb_status,peak_gpu_memory_mb_reason,success,score,failure_reason,passed_checks,total_checks,extractor_effective,extractor_status,extractor_success_count,extractor_failure_count,refill_count,refill_tokens,initial_score,final_score,agent_meta_enabled,agent_meta_sent,agent_meta_agent_id,agent_meta_session_id,agent_meta_context_id,agent_meta_segment_type,agent_meta_priority,cache_stats_available,cache_stats_unavailable_reason,cache_stats_scope,cache_total_blocks,cache_total_blocks_status,cache_total_blocks_reason,cache_agent_sessions,cache_agent_sessions_status,cache_agent_sessions_reason,cache_tool_result_blocks,cache_tool_result_blocks_status,cache_tool_result_blocks_reason,cache_shared_prefix_blocks,cache_shared_prefix_blocks_status,cache_shared_prefix_blocks_reason,cache_scratchpad_blocks,cache_scratchpad_blocks_status,cache_scratchpad_blocks_reason,cache_expired_branch_blocks,cache_expired_branch_blocks_status,cache_expired_branch_blocks_reason,stable_prefix_hash,stable_prefix_tokens,unique_prefix_hashes,prefix_cache_hit_rate,prefix_cache_hit_rate_status,prefix_cache_hit_rate_reason,cached_prompt_tokens,cached_prompt_tokens_status,cached_prompt_tokens_reason,kv_cache_usage,kv_cache_usage_status,kv_cache_usage_reason,extractor_effective,extractor_status,extractor_success_count,extractor_failure_count
exp_d9302f4ce14c,run_788ca7a10b30,trial_5c21d768ebc0,agentmem_prefix_cache_config_1784891566,session_ad63ef8ef33c,prefix-cache,optimized,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:13:53Z,87a752d,prefix_cache_round_01,metric:prefix-cache,optimized,optimized,vllm,1,prefix_cache,358,48,406,0.4948827389998769,0.4948827389998769,0.4948827389998769,0.15363479299958271,ok,,,96.99267365235775,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,4,4,,,,,,,,,True,,,,,,,True,,global,6447,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,cb275d82051fabc9,175,1,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,,,
exp_d9302f4ce14c,run_788ca7a10b30,trial_5cb2db57b7eb,agentmem_prefix_cache_config_1784891566,session_b7c4544ea954,prefix-cache,optimized,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:13:53Z,87a752d,prefix_cache_round_02,metric:prefix-cache,optimized,optimized,vllm,2,prefix_cache,358,48,406,0.4986411270001554,0.4986411270001554,0.4986411270001554,0.14198449600007734,ok,,,96.26161461805184,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,4,4,,,,,,,,,True,,,,,,,True,,global,6447,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,cb275d82051fabc9,175,1,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,,,
exp_d9302f4ce14c,run_788ca7a10b30,trial_76a06e242fe7,agentmem_prefix_cache_config_1784891566,session_f46967c370a9,prefix-cache,optimized,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:13:53Z,87a752d,prefix_cache_round_03,metric:prefix-cache,optimized,optimized,vllm,3,prefix_cache,358,67,425,0.610773901000357,0.610773901000357,0.610773901000357,0.12229758000103175,ok,,,109.69689420301677,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,4,4,,,,,,,,,True,,,,,,,True,,global,6447,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,cb275d82051fabc9,175,1,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,,,
exp_d9302f4ce14c,run_788ca7a10b30,trial_e595c1d9add7,agentmem_prefix_cache_config_1784891566,session_f3e2f3dc2ab9,prefix-cache,optimized,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:13:53Z,87a752d,prefix_cache_round_04,metric:prefix-cache,optimized,optimized,vllm,4,prefix_cache,358,68,426,0.6421815899993817,0.6421815899993817,0.6421815899993817,0.15110660299978917,ok,,,105.88905234742944,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,4,4,,,,,,,,,True,,,,,,,True,,global,6447,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,cb275d82051fabc9,175,1,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,,,
exp_d9302f4ce14c,run_788ca7a10b30,trial_5102cd965136,agentmem_prefix_cache_config_1784891566,session_b33ef1cec81a,prefix-cache,optimized,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:13:53Z,87a752d,prefix_cache_round_05,metric:prefix-cache,optimized,optimized,vllm,5,prefix_cache,358,67,425,0.5881581800003914,0.5881581800003914,0.5881581800003914,0.12628255100025854,ok,,,113.91493356422487,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,4,4,,,,,,,,,True,,,,,,,True,,global,6447,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,cb275d82051fabc9,175,1,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,,,
exp_d9302f4ce14c,run_788ca7a10b30,trial_d72f99bbf71f,agentmem_prefix_cache_config_1784891566,session_93dc7cadb75a,prefix-cache,optimized,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:13:53Z,87a752d,prefix_cache_round_06,metric:prefix-cache,optimized,optimized,vllm,6,prefix_cache,358,67,425,0.6003407689986489,0.6003407689986489,0.6003407689986489,0.14254468099898077,ok,,,111.60328176904272,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,4,4,,,,,,,,,True,,,,,,,True,,global,6447,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,cb275d82051fabc9,175,1,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,,,
exp_d9302f4ce14c,run_788ca7a10b30,trial_28febe391b18,agentmem_prefix_cache_config_1784891566,session_a9fb334c3164,prefix-cache,optimized,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:13:53Z,87a752d,prefix_cache_round_07,metric:prefix-cache,optimized,optimized,vllm,7,prefix_cache,358,67,425,0.5903900289995363,0.5903900289995363,0.5903900289995363,0.12625328499962052,ok,,,113.48430140925132,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,4,4,,,,,,,,,True,,,,,,,True,,global,6447,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,cb275d82051fabc9,175,1,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,,,
exp_d9302f4ce14c,run_788ca7a10b30,trial_3acc32486951,agentmem_prefix_cache_config_1784891566,session_cde96068bacf,prefix-cache,optimized,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:13:53Z,87a752d,prefix_cache_round_08,metric:prefix-cache,optimized,optimized,vllm,8,prefix_cache,358,48,406,0.46305990800101426,0.46305990800101426,0.46305990800101426,0.12789404000068316,ok,,,103.6582938203643,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,4,4,,,,,,,,,True,,,,,,,True,,global,6447,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,cb275d82051fabc9,175,1,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,,,
exp_d9302f4ce14c,run_788ca7a10b30,trial_415963ceea82,agentmem_prefix_cache_config_1784891566,session_21596b37ed08,prefix-cache,optimized,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:13:53Z,87a752d,prefix_cache_round_09,metric:prefix-cache,optimized,optimized,vllm,9,prefix_cache,358,68,426,0.6250606129997323,0.6250606129997323,0.6250606129997323,0.1495083589998103,ok,,,108.78944951220136,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,4,4,,,,,,,,,True,,,,,,,True,,global,6447,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,cb275d82051fabc9,175,1,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,,,
exp_d9302f4ce14c,run_788ca7a10b30,trial_e315c2cdf669,agentmem_prefix_cache_config_1784891566,session_288152ed4af2,prefix-cache,optimized,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:13:53Z,87a752d,prefix_cache_round_10,metric:prefix-cache,optimized,optimized,vllm,10,prefix_cache,359,48,407,0.4797018190001836,0.4797018190001836,0.4797018190001836,0.13780384100027732,ok,,,100.0621596558541,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,4,4,,,,,,,,,True,,,,,,,True,,global,6447,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,cb275d82051fabc9,175,1,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,,,
