experiment_id,run_id,trial_id,agent_id,session_id,scenario,variant,model,seed,timestamp,git_commit,task_id,workload_file,mode,memory_mode,backend,round,stage,prompt_tokens,output_tokens,total_tokens,latency,total_latency,model_request_latency,ttft,ttft_status,ttft_reason,tool_execution_latency,tokens_per_second,tokens_per_second_status,tokens_per_second_reason,peak_gpu_memory_mb,peak_gpu_memory_mb_status,peak_gpu_memory_mb_reason,success,score,failure_reason,passed_checks,total_checks,extractor_effective,extractor_status,extractor_success_count,extractor_failure_count,refill_count,refill_tokens,initial_score,final_score,agent_meta_enabled,agent_meta_sent,agent_meta_agent_id,agent_meta_session_id,agent_meta_context_id,agent_meta_segment_type,agent_meta_priority,cache_stats_available,cache_stats_unavailable_reason,cache_stats_scope,cache_total_blocks,cache_total_blocks_status,cache_total_blocks_reason,cache_agent_sessions,cache_agent_sessions_status,cache_agent_sessions_reason,cache_tool_result_blocks,cache_tool_result_blocks_status,cache_tool_result_blocks_reason,cache_shared_prefix_blocks,cache_shared_prefix_blocks_status,cache_shared_prefix_blocks_reason,cache_scratchpad_blocks,cache_scratchpad_blocks_status,cache_scratchpad_blocks_reason,cache_expired_branch_blocks,cache_expired_branch_blocks_status,cache_expired_branch_blocks_reason,stable_prefix_hash,stable_prefix_tokens,unique_prefix_hashes,prefix_cache_hit_rate,prefix_cache_hit_rate_status,prefix_cache_hit_rate_reason,cached_prompt_tokens,cached_prompt_tokens_status,cached_prompt_tokens_reason,kv_cache_usage,kv_cache_usage_status,kv_cache_usage_reason,extractor_effective,extractor_status,extractor_success_count,extractor_failure_count
exp_d9302f4ce14c,run_eef9517352f1,trial_d94eec9d05a1,agentmem_prefix_cache_config_1784891566,session_39a33396cd40,prefix-cache,baseline,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:13:26Z,87a752d,prefix_cache_round_01,metric:prefix-cache,baseline,baseline,vllm,1,prefix_cache,324,373,697,3.1486309119991347,3.1486309119991347,3.1486309119991347,0.5865971769999305,ok,,,118.46418663379447,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,4,4,,,,,,,,,True,,,,,,,True,,global,6474,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,a292c840a212ccc7,178,30,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,,,
exp_d9302f4ce14c,run_eef9517352f1,trial_8149b919b1fe,agentmem_prefix_cache_config_1784891566,session_e36b70e917be,prefix-cache,baseline,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:13:26Z,87a752d,prefix_cache_round_02,metric:prefix-cache,baseline,baseline,vllm,2,prefix_cache,324,111,435,0.9284581550000439,0.9284581550000439,0.9284581550000439,0.1359061200000724,ok,,,119.55304544661439,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,4,4,,,,,,,,,True,,,,,,,True,,global,6474,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,fde12a4b48e5cdb8,178,30,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,,,
exp_d9302f4ce14c,run_eef9517352f1,trial_d2a03653ca8e,agentmem_prefix_cache_config_1784891566,session_564ff08d07d4,prefix-cache,baseline,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:13:26Z,87a752d,prefix_cache_round_03,metric:prefix-cache,baseline,baseline,vllm,3,prefix_cache,324,78,402,0.6705934940000589,0.6705934940000589,0.6705934940000589,0.12222481500066351,ok,,,116.31487734056834,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,4,4,,,,,,,,,True,,,,,,,True,,global,6474,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,290d28766d20b2e9,178,30,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,,,
exp_d9302f4ce14c,run_eef9517352f1,trial_f32803733e58,agentmem_prefix_cache_config_1784891566,session_0ef29eb6abcd,prefix-cache,baseline,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:13:26Z,87a752d,prefix_cache_round_04,metric:prefix-cache,baseline,baseline,vllm,4,prefix_cache,324,90,414,0.7594725409999228,0.7594725409999228,0.7594725409999228,0.12694657999963965,ok,,,118.50329688220967,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,4,4,,,,,,,,,True,,,,,,,True,,global,6474,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,fba61f6fe82def2b,178,30,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,,,
exp_d9302f4ce14c,run_eef9517352f1,trial_08836887304f,agentmem_prefix_cache_config_1784891566,session_032044f745b4,prefix-cache,baseline,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:13:26Z,87a752d,prefix_cache_round_05,metric:prefix-cache,baseline,baseline,vllm,5,prefix_cache,324,266,590,1.9640974560006725,1.9640974560006725,1.9640974560006725,0.14338086700081476,ok,,,135.43116161946136,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,4,4,,,,,,,,,True,,,,,,,True,,global,6474,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,c216bc6640d6c26d,178,30,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,,,
exp_d9302f4ce14c,run_eef9517352f1,trial_c16e01341b9f,agentmem_prefix_cache_config_1784891566,session_0d42bf039f43,prefix-cache,baseline,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:13:26Z,87a752d,prefix_cache_round_06,metric:prefix-cache,baseline,baseline,vllm,6,prefix_cache,325,271,596,2.014589349999369,2.014589349999369,2.014589349999369,0.11833373800072877,ok,,,134.51872958629752,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,4,4,,,,,,,,,True,,,,,,,True,,global,6474,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,a76fd1778f2013ac,178,30,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,,,
exp_d9302f4ce14c,run_eef9517352f1,trial_5ffe61d19246,agentmem_prefix_cache_config_1784891566,session_dfcb5e47bd16,prefix-cache,baseline,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:13:26Z,87a752d,prefix_cache_round_07,metric:prefix-cache,baseline,baseline,vllm,7,prefix_cache,325,151,476,1.182657453999127,1.182657453999127,1.182657453999127,0.13636189999851922,ok,,,127.67855940821852,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,4,4,,,,,,,,,True,,,,,,,True,,global,6474,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,f59633d0cccf2d63,178,30,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,,,
exp_d9302f4ce14c,run_eef9517352f1,trial_3e27efecebb6,agentmem_prefix_cache_config_1784891566,session_a49d13507717,prefix-cache,baseline,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:13:26Z,87a752d,prefix_cache_round_08,metric:prefix-cache,baseline,baseline,vllm,8,prefix_cache,325,87,412,0.760505505000765,0.760505505000765,0.760505505000765,0.15145538000069791,ok,,,114.39759400546679,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,4,4,,,,,,,,,True,,,,,,,True,,global,6474,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,bb3fedeab8ce19d2,178,30,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,,,
exp_d9302f4ce14c,run_eef9517352f1,trial_de03b2c54a46,agentmem_prefix_cache_config_1784891566,session_f3058e2ee4b4,prefix-cache,baseline,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:13:26Z,87a752d,prefix_cache_round_09,metric:prefix-cache,baseline,baseline,vllm,9,prefix_cache,325,203,528,1.5649846790001902,1.5649846790001902,1.5649846790001902,0.1263499939996109,ok,,,129.71372993228857,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,4,4,,,,,,,,,True,,,,,,,True,,global,6474,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,501a8b0a6d41b15c,178,30,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,,,
exp_d9302f4ce14c,run_eef9517352f1,trial_1d3ec96d3f4f,agentmem_prefix_cache_config_1784891566,session_8d1c99552b4e,prefix-cache,baseline,Qwen2.5-1.5B-Instruct,20260721,2026-07-24T11:13:26Z,87a752d,prefix_cache_round_10,metric:prefix-cache,baseline,baseline,vllm,10,prefix_cache,327,73,400,0.6434441769997647,0.6434441769997647,0.6434441769997647,0.12555642599909334,ok,,,113.45195528908593,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,4,4,,,,,,,,,True,,,,,,,True,,global,6474,ok,,318,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,ea56111c5abcafe3,178,30,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,unavailable,HTTP Error 404: Not Found,,,,
